Timestamp,Marker_0_X_mm,Marker_0_Y_mm,Marker_1_X_mm,Marker_1_Y_mm,Marker_2_X_mm,Marker_2_Y_mm,Marker_3_X_mm,Marker_3_Y_mm,Marker_4_X_mm,Marker_4_Y_mm,Marker_5_X_mm,Marker_5_Y_mm,Marker_6_X_mm,Marker_6_Y_mm,Marker_7_X_mm,Marker_7_Y_mm
2025-03-11 17:01:46.920272,,,,,,,,,,,,,,,,
2025-03-11 17:01:47.097428,1258,536,532,521,552,514,592,468,824,458,827,444,,,919,395
2025-03-11 17:01:47.272136,1258,536,532,521,554,515,593,468,824,458,828,445,,,920,395
2025-03-11 17:01:47.446262,1258,536,532,521,553,515,593,468,824,458,828,444,,,920,395
2025-03-11 17:01:47.635907,1259,536,532,522,554,514,593,468,824,458,828,445,,,920,395
2025-03-11 17:01:47.811128,1259,535,532,522,553,514,593,468,824,458,828,445,,,920,395
2025-03-11 17:01:48.000027,1259,536,532,522,552,514,593,468,825,458,828,445,,,920,395
2025-03-11 17:01:48.191193,1259,536,532,522,553,514,593,468,825,458,828,445,,,919,395
2025-03-11 17:01:48.378563,1259,536,532,521,552,514,593,468,825,458,828,445,,,920,395
2025-03-11 17:01:48.553410,1259,536,533,522,552,514,593,468,825,458,828,444,,,920,395
2025-03-11 17:01:48.744252,1259,536,533,522,553,514,593,469,825,458,827,445,,,920,395
2025-03-11 17:01:48.926555,1259,536,533,522,554,515,593,469,825,458,827,445,,,920,395
2025-03-11 17:01:49.130220,1259,536,532,521,553,515,593,469,825,458,827,445,,,919,395
2025-03-11 17:01:49.318835,1259,536,532,522,553,514,593,469,824,458,827,445,,,920,395
2025-03-11 17:01:49.506805,1259,536,532,522,553,514,593,469,824,458,827,446,,,919,395
2025-03-11 17:01:49.697290,1259,536,532,522,553,514,593,469,824,458,827,446,,,920,395
2025-03-11 17:01:49.893064,1259,536,532,522,553,514,593,469,825,458,828,445,,,920,395
2025-03-11 17:01:50.089132,1259,536,532,521,553,514,593,469,825,458,828,445,,,920,395
2025-03-11 17:01:50.278730,1259,536,532,521,553,514,593,469,825,458,827,445,,,919,395
2025-03-11 17:01:50.446734,1259,536,532,522,553,515,593,469,825,458,827,445,,,919,395
2025-03-11 17:01:50.636693,1259,536,532,522,553,515,593,469,825,458,828,445,,,919,395
2025-03-11 17:01:50.815268,1259,536,532,522,553,515,592,469,824,458,827,445,,,919,395
2025-03-11 17:01:51.002542,1259,536,532,521,553,515,592,469,824,458,827,446,,,920,395
2025-03-11 17:01:51.178842,1259,536,532,522,553,514,592,468,824,458,827,446,,,920,395
2025-03-11 17:01:51.369115,1259,536,532,522,553,514,592,468,825,458,828,446,,,920,395
2025-03-11 17:01:51.547383,1259,536,532,522,553,515,592,468,825,458,828,445,,,920,395
2025-03-11 17:01:51.735466,1258,536,532,521,553,514,592,468,825,458,827,445,,,920,395
2025-03-11 17:01:51.926481,1258,536,533,522,553,514,592,468,825,458,827,445,,,919,395
