Timestamp,Marker_0_X_mm,Marker_0_Y_mm,Marker_1_X_mm,Marker_1_Y_mm,Marker_2_X_mm,Marker_2_Y_mm,Marker_3_X_mm,Marker_3_Y_mm,Marker_4_X_mm,Marker_4_Y_mm,Marker_5_X_mm,Marker_5_Y_mm,Marker_6_X_mm,Marker_6_Y_mm,Marker_7_X_mm,Marker_7_Y_mm
2025-03-11 17:02:39.022018,,,,,,,,,,,,,,,,
2025-03-11 17:02:39.101818,,,,,,,,,,,,,,,,
2025-03-11 17:02:39.147439,,,,,,,,,,,,,,,,
2025-03-11 17:02:39.197614,,,,,,,,,,,,,,,,
2025-03-11 17:02:39.245163,,,,,,,,,,,,,,,,
2025-03-11 17:02:39.291402,,,,,,,,,,,,,,,,
2025-03-11 17:02:39.339300,,,,,,,,,,,,,,,,
2025-03-11 17:02:39.385972,,,,,,,,,,,,,,,,
2025-03-11 17:02:39.434904,,,,,,,,,,,,,,,,
2025-03-11 17:02:39.477775,,,,,,,,,,,,,,,,
2025-03-11 17:02:39.526365,,,,,,,,,,,,,,,,
2025-03-11 17:02:39.573156,,,,,,,,,,,,,,,,
2025-03-11 17:02:39.619773,,,,,,,,,,,,,,,,
2025-03-11 17:02:39.671111,,,,,,,,,,,,,,,,
2025-03-11 17:02:39.717131,,,,,,,,,,,,,,,,
2025-03-11 17:02:39.761984,,,,,,,,,,,,,,,,
2025-03-11 17:02:39.812210,,,,,,,,,,,,,,,,
2025-03-11 17:02:39.859089,,,,,,,,,,,,,,,,
2025-03-11 17:02:39.904333,,,,,,,,,,,,,,,,
2025-03-11 17:02:39.953435,,,,,,,,,,,,,,,,
2025-03-11 17:02:39.999351,,,,,,,,,,,,,,,,
2025-03-11 17:02:40.046290,,,,,,,,,,,,,,,,
2025-03-11 17:02:40.093680,,,,,,,,,,,,,,,,
2025-03-11 17:02:40.139715,,,,,,,,,,,,,,,,
2025-03-11 17:02:40.203370,802,556,,,,,,,,,,,,,,
2025-03-11 17:02:40.270696,802,556,,,,,,,,,,,,,,
2025-03-11 17:02:40.326326,802,556,,,,,,,,,,,,,,
2025-03-11 17:02:40.388722,802,557,,,,,,,,,,,,,,
2025-03-11 17:02:40.453600,802,557,,,,,,,,,,,,,,
2025-03-11 17:02:40.514692,802,557,,,,,,,,,,,,,,
2025-03-11 17:02:40.579746,802,557,,,,,,,,,,,,,,
2025-03-11 17:02:40.643068,802,557,,,,,,,,,,,,,,
2025-03-11 17:02:40.706740,803,557,,,,,,,,,,,,,,
2025-03-11 17:02:40.769203,803,556,,,,,,,,,,,,,,
2025-03-11 17:02:40.832424,803,556,,,,,,,,,,,,,,
2025-03-11 17:02:40.897990,803,556,,,,,,,,,,,,,,
2025-03-11 17:02:41.037961,803,557,,,,,,,,,,,,,,
2025-03-11 17:02:41.105875,803,557,,,,,,,,,,,,,,
2025-03-11 17:02:41.183595,803,557,,,,,,,,,,,,,,
2025-03-11 17:02:41.240686,803,557,,,,,,,,,,,,,,
2025-03-11 17:02:41.302148,803,557,,,,,,,,,,,,,,
2025-03-11 17:02:41.367315,803,557,,,,,,,,,,,,,,
2025-03-11 17:02:41.428009,802,557,,,,,,,,,,,,,,
2025-03-11 17:02:41.491288,802,557,,,,,,,,,,,,,,
2025-03-11 17:02:41.553391,802,557,,,,,,,,,,,,,,
2025-03-11 17:02:41.616552,803,557,,,,,,,,,,,,,,
2025-03-11 17:02:41.682077,803,557,,,,,,,,,,,,,,
2025-03-11 17:02:41.747298,803,557,,,,,,,,,,,,,,
2025-03-11 17:02:41.805580,803,557,,,,,,,,,,,,,,
2025-03-11 17:02:41.873718,803,557,,,,,,,,,,,,,,
2025-03-11 17:02:41.939385,803,556,,,,,,,,,,,,,,
2025-03-11 17:02:42.001043,803,556,,,,,,,,,,,,,,
2025-03-11 17:02:42.066450,802,556,,,,,,,,,,,,,,
2025-03-11 17:02:42.124006,802,557,,,,,,,,,,,,,,
