Timestamp,Marker_0_X_mm,Marker_0_Y_mm,Marker_1_X_mm,Marker_1_Y_mm,Marker_2_X_mm,Marker_2_Y_mm,Marker_3_X_mm,Marker_3_Y_mm,Marker_4_X_mm,Marker_4_Y_mm,Marker_5_X_mm,Marker_5_Y_mm,Marker_6_X_mm,Marker_6_Y_mm,Marker_7_X_mm,Marker_7_Y_mm
2025-03-11 17:00:00.195303,,,,,,,,,,,,,,,,
2025-03-11 17:00:00.352275,677,183,587,103,966,87,598,43,,,,,,,,
2025-03-11 17:00:00.508517,857,237,677,183,966,87,598,44,,,,,,,,
2025-03-11 17:00:00.632815,857,237,677,183,966,87,598,44,,,,,,,,
2025-03-11 17:00:00.778210,857,238,677,184,587,103,598,44,,,,,,,,
2025-03-11 17:00:00.906618,857,238,677,184,587,103,598,44,,,,,,,,
2025-03-11 17:00:01.033235,857,238,677,184,587,103,598,44,,,,,,,,
2025-03-11 17:00:01.207879,897,249,857,236,677,183,598,44,,,,,,,,
2025-03-11 17:00:01.349670,898,249,857,236,677,183,598,44,,,,,,,,
2025-03-11 17:00:01.498268,898,249,858,236,677,183,598,43,,,,,,,,
2025-03-11 17:00:01.629812,898,249,858,236,677,184,598,43,,,,,,,,
2025-03-11 17:00:01.777890,898,250,858,236,966,87,598,44,,,,,,,,
2025-03-11 17:00:01.934693,898,249,677,183,965,87,598,44,,,,,,,,
2025-03-11 17:00:02.115237,990,260,677,183,966,87,598,44,,,,,,,,
2025-03-11 17:00:02.270440,990,261,677,184,966,87,598,44,,,,,,,,
2025-03-11 17:00:02.427027,857,237,677,184,966,87,598,44,,,,,,,,
2025-03-11 17:00:02.554992,857,237,677,184,965,87,598,44,,,,,,,,
2025-03-11 17:00:02.681020,857,237,677,184,966,87,598,44,,,,,,,,
2025-03-11 17:00:02.860170,744,295,857,236,677,183,598,44,,,,,,,,
2025-03-11 17:00:03.003930,744,295,857,237,677,184,598,44,,,,,,,,
2025-03-11 17:00:03.144959,745,295,857,236,677,184,598,44,,,,,,,,
2025-03-11 17:00:03.382204,1119,369,990,260,857,237,677,183,598,43,,,,,,
