time_ms,x_mm,y_mm,temp_ch0,temp_ch1,temp_ch2,temp_ch3,sma_active
-0.11658668518066406,159.60805111498345,56.23321632110177,22.6,,,,True
999.8664855957031,159.60805111498345,56.56994216733591,22.59,,,,True
1999.8626708984375,159.60805111498345,56.56994216733591,22.61,,,,True
2999.8464584350586,159.60805111498345,56.56994216733591,22.65,,,,True
3999.8204708099365,159.60805111498345,56.56994216733591,22.69,,,,True
4999.839305877686,159.60805111498345,56.56994216733591,22.74,,,,True
5999.840259552002,159.60805111498345,56.56994216733591,22.78,,,,True
6999.881982803345,159.60805111498345,56.56994216733591,22.78,,,,True
7999.84335899353,159.60805111498345,56.56994216733591,22.83,,,,True
8999.873399734497,159.60805111498345,56.56994216733591,22.88,,,,True
9999.872207641602,159.60805111498345,56.56994216733591,22.94,,,,True
10999.840497970581,159.60805111498345,56.56994216733591,22.99,,,,True
11999.824523925781,159.60805111498345,56.56994216733591,23.05,,,,True
12999.866724014282,159.60805111498345,56.56994216733591,23.11,,,,True
13999.823570251465,159.60805111498345,56.56994216733591,23.17,,,,True
14999.822854995728,159.60805111498345,56.56994216733591,23.22,,,,True
15999.821662902832,159.60805111498345,56.56994216733591,23.22,,,,True
16999.85432624817,159.60805111498345,56.56994216733591,23.28,,,,True
17999.845266342163,159.60805111498345,56.56994216733591,23.34,,,,True
18999.88079071045,159.60805111498345,56.56994216733591,23.39,,,,True
19999.84383583069,159.60805111498345,56.56994216733591,23.44,,,,True
20999.87530708313,159.60805111498345,56.56994216733591,23.49,,,,True
21999.842643737793,159.60805111498345,56.56994216733591,23.54,,,,True
22999.877214431763,159.60805111498345,56.56994216733591,23.59,,,,True
23999.820470809937,159.60805111498345,56.56994216733591,23.64,,,,True
24999.837636947632,159.60805111498345,56.56994216733591,23.69,,,,True
25999.833583831787,159.60805111498345,56.56994216733591,23.69,,,,True
26999.834060668945,159.60805111498345,56.56994216733591,23.74,,,,True
27999.833345413208,159.60805111498345,56.56994216733591,23.79,,,,True
28999.887704849243,159.60805111498345,56.56994216733591,23.84,,,,True
29999.89151954651,159.60805111498345,56.56994216733591,23.9,,,,True
30999.869346618652,159.60805111498345,56.56994216733591,23.95,,,,True
31999.8562335968,159.60805111498345,56.56994216733591,23.99,,,,True
32999.892711639404,159.60805111498345,56.56994216733591,24.04,,,,True
33999.86529350281,159.60805111498345,56.56994216733591,24.08,,,,True
34999.83096122742,159.60805111498345,56.56994216733591,24.08,,,,True
35999.866008758545,159.60805111498345,56.56994216733591,24.12,,,,True
36999.8414516449,159.60805111498345,56.56994216733591,24.16,,,,True
37999.86171722412,159.60805111498345,56.56994216733591,24.21,,,,True
38999.841928482056,159.60805111498345,56.56994216733591,24.27,,,,True
39999.90248680115,159.60805111498345,56.56994216733591,24.32,,,,True
40999.88269805908,159.60805111498345,56.56994216733591,24.37,,,,True
41999.884366989136,159.60805111498345,56.56994216733591,24.42,,,,True
42999.8939037323,159.60805111498345,56.56994216733591,24.48,,,,True
43999.88651275635,159.60805111498345,56.56994216733591,24.48,,,,True
44999.876260757446,159.60805111498345,56.56994216733591,24.54,,,,True
45999.89438056946,159.60805111498345,56.56994216733591,24.6,,,,True
46999.86219406128,159.60805111498345,56.56994216733591,24.65,,,,True
47999.834299087524,159.60805111498345,56.56994216733591,24.71,,,,True
48999.86481666565,159.60805111498345,56.56994216733591,24.76,,,,True
49999.833822250366,159.60805111498345,56.56994216733591,24.82,,,,True
50999.833822250366,159.60805111498345,56.56994216733591,24.87,,,,True
