time_ms,x_mm,y_mm,temp_ch0,temp_ch1,temp_ch2,temp_ch3,sma_active
-0.39958953857421875,52.19398672523683,34.84226241498523,21.21,21.17,21.17,-9999.0,True
249.59874153137207,52.19398672523683,34.84226241498523,21.21,21.17,21.17,-9999.0,True
499.59540367126465,52.19398672523683,34.84226241498523,21.22,21.18,21.17,-9999.0,True
749.5889663696289,52.19398672523683,34.84226241498523,21.22,21.18,21.17,-9999.0,True
999.5932579040527,52.19398672523683,34.84226241498523,21.22,21.18,21.17,-9999.0,True
1249.5958805084229,52.19398672523683,34.84226241498523,21.22,21.18,21.17,-9999.0,True
1499.600887298584,52.19398672523683,34.84226241498523,21.22,21.18,21.17,-9999.0,False
1749.5942115783691,52.19398672523683,34.84226241498523,21.22,21.18,21.17,-9999.0,False
1999.5949268341064,52.19398672523683,34.84226241498523,21.22,21.18,21.17,-9999.0,False
2249.5875358581543,52.19398672523683,34.84226241498523,21.22,21.18,21.17,-9999.0,False
2499.5949268341064,52.19398672523683,34.84226241498523,21.22,21.18,21.17,-9999.0,False
2749.5956420898438,52.19398672523683,34.84226241498523,21.22,21.18,21.17,-9999.0,False
2999.598264694214,52.19398672523683,34.84226241498523,21.22,21.18,21.17,-9999.0,False
3249.602794647217,52.19398672523683,34.84226241498523,21.22,21.18,21.17,-9999.0,False
3499.5977878570557,52.19398672523683,34.84226241498523,21.23,21.18,21.17,-9999.0,False
3749.586820602417,52.19398672523683,34.84226241498523,21.23,21.18,21.17,-9999.0,False
3999.5734691619873,52.19398672523683,34.84226241498523,21.23,21.18,21.17,-9999.0,False
4249.571800231934,52.19398672523683,34.84226241498523,21.23,21.18,21.17,-9999.0,False
4499.575853347778,52.19398672523683,34.84226241498523,21.23,21.18,21.17,-9999.0,False
4749.5715618133545,52.19398672523683,34.84226241498523,21.23,21.18,21.17,-9999.0,False
4999.574899673462,52.19398672523683,34.84226241498523,21.23,21.18,21.17,-9999.0,False
5249.581813812256,52.19398672523683,34.84226241498523,21.23,21.18,21.17,-9999.0,False
5499.582290649414,52.19398672523683,34.84226241498523,21.23,21.18,21.17,-9999.0,False
5749.574184417725,52.19398672523683,34.84226241498523,21.23,21.18,21.17,-9999.0,False
5999.57799911499,52.19398672523683,34.84226241498523,21.23,21.18,21.17,-9999.0,False
6249.574899673462,52.19398672523683,34.84226241498523,21.23,21.18,21.17,-9999.0,False
6499.576807022095,52.19398672523683,34.84226241498523,21.23,21.17,21.17,-9999.0,False
6749.57013130188,52.19398672523683,34.84226241498523,21.23,21.17,21.17,-9999.0,False
6999.574899673462,52.19398672523683,34.84226241498523,21.23,21.17,21.17,-9999.0,False
7249.574184417725,52.19398672523683,34.84226241498523,21.23,21.17,21.17,-9999.0,False
7499.578237533569,52.19398672523683,34.84226241498523,21.23,21.17,21.17,-9999.0,False
7749.571323394775,52.19398672523683,34.84226241498523,21.23,21.17,21.17,-9999.0,False
7999.58348274231,52.19398672523683,34.84226241498523,21.22,21.17,21.17,-9999.0,False
8249.57299232483,52.19398672523683,34.84226241498523,21.22,21.17,21.17,-9999.0,False
8499.577283859253,52.19398672523683,34.84226241498523,21.22,21.17,21.17,-9999.0,False
8749.582767486572,52.19398672523683,34.84226241498523,21.22,21.17,21.17,-9999.0,False
8999.580383300781,52.19398672523683,34.84226241498523,21.22,21.17,21.17,-9999.0,False
9249.59683418274,52.19398672523683,34.84226241498523,21.22,21.17,21.17,-9999.0,False
9499.638557434082,52.19398672523683,34.84226241498523,21.21,21.17,21.17,-9999.0,False
9749.58872795105,52.19398672523683,34.84226241498523,21.21,21.17,21.17,-9999.0,False
9999.622583389282,52.19398672523683,34.84226241498523,21.21,21.17,21.17,-9999.0,False
10249.59659576416,52.19398672523683,34.84226241498523,21.21,21.17,21.17,-9999.0,False
10499.603033065796,52.19398672523683,34.84226241498523,21.21,21.17,21.17,-9999.0,False
10749.590396881104,52.19398672523683,34.84226241498523,21.2,21.16,21.16,-9999.0,False
10999.593734741211,52.19398672523683,34.84226241498523,21.2,21.16,21.16,-9999.0,False
11249.591588973999,52.19398672523683,34.84226241498523,21.2,21.16,21.16,-9999.0,False
11499.603748321533,52.19398672523683,34.84226241498523,21.2,21.16,21.16,-9999.0,False
11749.586820602417,52.19398672523683,34.84226241498523,21.2,21.16,21.16,-9999.0,False
11999.602556228638,52.19398672523683,34.84226241498523,21.2,21.16,21.16,-9999.0,False
12249.603033065796,52.19398672523683,34.84226241498523,21.2,21.16,21.16,-9999.0,False
12499.598741531372,52.19398672523683,34.84226241498523,21.2,21.16,21.16,-9999.0,False
12749.594926834106,52.19398672523683,34.84226241498523,21.2,21.16,21.16,-9999.0,False
12999.600172042847,52.19398672523683,34.84226241498523,21.2,21.16,21.16,-9999.0,False
