time_ms,x_mm,y_mm,temp_ch0,temp_ch1,temp_ch2,temp_ch3,sma_active
-0.14209747314453125,114.95068953509207,66.26569161434719,22.92,-9999.0,-9999.0,-9999.0,True
249.85432624816895,114.95068953509207,66.26569161434719,22.92,-9999.0,-9999.0,-9999.0,True
499.85575675964355,114.95068953509207,66.26569161434719,22.92,-9999.0,-9999.0,-9999.0,True
749.8550415039062,114.95068953509207,66.26569161434719,22.92,-9999.0,-9999.0,-9999.0,True
999.8641014099121,114.95068953509207,66.26569161434719,22.92,-9999.0,-9999.0,-9999.0,True
1249.859094619751,114.95068953509207,66.26569161434719,22.92,-9999.0,-9999.0,-9999.0,True
1499.856948852539,114.95068953509207,66.26569161434719,22.92,-9999.0,-9999.0,-9999.0,True
1749.882459640503,114.95068953509207,66.26569161434719,22.92,-9999.0,-9999.0,-9999.0,False
1999.8562335968018,114.95068953509207,66.26569161434719,22.92,-9999.0,-9999.0,-9999.0,False
2249.8509883880615,114.95068953509207,66.26569161434719,22.92,-9999.0,-9999.0,-9999.0,False
2499.876022338867,114.95068953509207,66.26569161434719,22.92,-9999.0,-9999.0,-9999.0,False
2749.8619556427,114.95068953509207,66.26569161434719,22.92,-9999.0,-9999.0,-9999.0,False
2999.8555183410645,114.95068953509207,66.26569161434719,22.92,-9999.0,-9999.0,-9999.0,False
3249.8552799224854,114.95068953509207,66.26569161434719,22.93,-9999.0,-9999.0,-9999.0,False
3499.85408782959,114.95068953509207,66.26569161434719,22.93,-9999.0,-9999.0,-9999.0,False
4249.850749969482,114.95068953509207,66.26569161434719,22.93,-9999.0,-9999.0,-9999.0,False
4499.857425689697,114.95068953509207,66.26569161434719,22.93,-9999.0,-9999.0,-9999.0,False
4749.856233596802,114.95068953509207,66.26569161434719,22.92,-9999.0,-9999.0,-9999.0,False
4999.85933303833,114.95068953509207,66.26569161434719,22.92,-9999.0,-9999.0,-9999.0,False
5249.8321533203125,114.95068953509207,66.26569161434719,22.92,-9999.0,-9999.0,-9999.0,False
5499.83286857605,114.95068953509207,66.26569161434719,22.92,-9999.0,-9999.0,-9999.0,False
5749.835968017578,114.95068953509207,66.26569161434719,22.92,-9999.0,-9999.0,-9999.0,False
6249.833345413208,114.95068953509207,66.26569161434719,22.93,-9999.0,-9999.0,-9999.0,False
6499.835252761841,114.95068953509207,66.26569161434719,22.93,-9999.0,-9999.0,-9999.0,False
6749.8321533203125,114.95068953509207,66.26569161434719,22.93,-9999.0,-9999.0,-9999.0,False
6999.839544296265,114.95068953509207,66.26569161434719,22.93,-9999.0,-9999.0,-9999.0,False
7249.834060668945,114.95068953509207,66.26569161434719,22.93,-9999.0,-9999.0,-9999.0,False
7499.833822250366,114.95068953509207,66.26569161434719,22.93,-9999.0,-9999.0,-9999.0,False
7749.8345375061035,114.95068953509207,66.26569161434719,22.93,-9999.0,-9999.0,-9999.0,False
7999.834060668945,114.95068953509207,66.26569161434719,22.93,-9999.0,-9999.0,-9999.0,False
8249.832391738892,114.95068953509207,66.26569161434719,22.93,-9999.0,-9999.0,-9999.0,False
8499.83263015747,114.95068953509207,66.26569161434719,22.93,-9999.0,-9999.0,-9999.0,False
8999.833822250366,114.95068953509207,66.26569161434719,22.93,-9999.0,-9999.0,-9999.0,False
9249.830484390259,114.95068953509207,66.26569161434719,22.93,-9999.0,-9999.0,-9999.0,False
9749.833583831787,114.95068953509207,66.26569161434719,22.93,-9999.0,-9999.0,-9999.0,False
9999.834775924683,114.95068953509207,66.26569161434719,22.93,-9999.0,-9999.0,-9999.0,False
10249.840021133423,114.95068953509207,66.26569161434719,22.93,-9999.0,-9999.0,-9999.0,False
10499.86219406128,114.95068953509207,66.26569161434719,22.93,-9999.0,-9999.0,-9999.0,False
10749.860048294067,114.95068953509207,66.26569161434719,22.93,-9999.0,-9999.0,-9999.0,False
10999.857902526855,114.95068953509207,66.26569161434719,22.93,-9999.0,-9999.0,-9999.0,False
11249.858617782593,114.95068953509207,66.26569161434719,22.93,-9999.0,-9999.0,-9999.0,False
11499.856233596802,114.95068953509207,66.26569161434719,22.93,-9999.0,-9999.0,-9999.0,False
11749.86457824707,114.95068953509207,66.26569161434719,22.93,-9999.0,-9999.0,-9999.0,False
11999.85671043396,114.95068953509207,66.26569161434719,22.93,-9999.0,-9999.0,-9999.0,False
12249.861478805542,114.95068953509207,66.26569161434719,22.92,-9999.0,-9999.0,-9999.0,False
12499.858617782593,114.95068953509207,66.26569161434719,22.92,-9999.0,-9999.0,-9999.0,False
12749.860048294067,114.95068953509207,66.26569161434719,22.92,-9999.0,-9999.0,-9999.0,False
12999.86481666565,114.95068953509207,66.26569161434719,22.92,-9999.0,-9999.0,-9999.0,False
13249.88079071045,114.95068953509207,66.26569161434719,22.92,-9999.0,-9999.0,-9999.0,False
13499.858617782593,114.95068953509207,66.26569161434719,22.92,-9999.0,-9999.0,-9999.0,False
13749.857425689697,114.95068953509207,66.26569161434719,22.92,-9999.0,-9999.0,-9999.0,False
13999.855995178223,114.95068953509207,66.26569161434719,22.92,-9999.0,-9999.0,-9999.0,False
14249.861717224121,114.95068953509207,66.26569161434719,22.92,-9999.0,-9999.0,-9999.0,False
14499.886274337769,114.95068953509207,66.26569161434719,22.92,-9999.0,-9999.0,-9999.0,False
14749.859094619751,114.95068953509207,66.26569161434719,22.92,-9999.0,-9999.0,-9999.0,False
14999.85933303833,114.95068953509207,66.26569161434719,22.92,-9999.0,-9999.0,-9999.0,False
15249.858617782593,114.95068953509207,66.26569161434719,22.92,-9999.0,-9999.0,-9999.0,False
15749.854564666748,114.95068953509207,66.26569161434719,22.92,-9999.0,-9999.0,-9999.0,False
15999.862909317017,114.95068953509207,66.26569161434719,22.92,-9999.0,-9999.0,-9999.0,False
16249.87506866455,114.95068953509207,66.26569161434719,22.92,-9999.0,-9999.0,-9999.0,False
16499.857664108276,114.95068953509207,66.26569161434719,22.91,-9999.0,-9999.0,-9999.0,False
16749.85122680664,114.95068953509207,66.26569161434719,22.91,-9999.0,-9999.0,-9999.0,False
16999.835968017578,114.95068953509207,66.26569161434719,22.91,-9999.0,-9999.0,-9999.0,False
17249.833345413208,114.95068953509207,66.26569161434719,22.91,-9999.0,-9999.0,-9999.0,False
17499.834775924683,114.95068953509207,66.26569161434719,22.91,-9999.0,-9999.0,-9999.0,False
17749.835968017578,114.95068953509207,66.26569161434719,22.91,-9999.0,-9999.0,-9999.0,False
