time_ms,x_mm,y_mm,temp_ch0,temp_ch1,temp_ch2,temp_ch3,sma_active
-0.09202957153320312,158.90242376909788,64.23715003431616,23.95,,,,True
249.90534782409668,158.90242376909788,64.23715003431616,23.95,,,,True
499.89795684814453,158.90242376909788,64.23715003431616,23.94,,,,True
749.9001026153564,158.90242376909788,64.23715003431616,23.94,,,,True
999.8998641967773,158.90242376909788,64.23715003431616,23.94,,,,True
1249.9008178710938,158.90242376909788,64.23715003431616,23.94,,,,True
1499.896764755249,158.90242376909788,64.23715003431616,24.03,,,,True
1749.89652633667,158.90242376909788,64.23715003431616,24.03,,,,True
1999.8996257781982,158.90242376909788,64.23715003431616,24.03,,,,True
2249.9005794525146,158.90242376909788,64.23715003431616,24.03,,,,True
2499.8981952667236,158.90242376909788,64.23715003431616,24.18,,,,True
2749.913454055786,158.90242376909788,64.23715003431616,24.18,,,,True
2999.906063079834,158.90242376909788,64.23715003431616,24.18,,,,True
3249.901056289673,158.90242376909788,64.23715003431616,24.18,,,,True
3499.897003173828,158.90242376909788,64.23715003431616,24.18,,,,True
3749.9208450317383,158.90242376909788,64.23715003431616,24.34,,,,True
3999.9260902404785,158.90242376909788,64.23715003431616,24.34,,,,True
4249.919891357422,158.90242376909788,64.23715003431616,24.34,,,,True
4499.920129776001,158.90242376909788,64.23715003431616,24.34,,,,True
4749.917984008789,158.90242376909788,64.23715003431616,24.52,,,,True
4999.917030334473,158.90242376909788,64.23715003431616,24.52,,,,True
5249.919414520264,158.90242376909788,64.23715003431616,24.52,,,,True
5499.917984008789,158.90242376909788,64.23715003431616,24.52,,,,True
5749.920845031738,158.90242376909788,64.23715003431616,24.52,,,,True
5999.91774559021,158.90242376909788,64.23715003431616,24.7,,,,True
6249.922275543213,158.90242376909788,64.23715003431616,24.7,,,,True
6499.9189376831055,158.90242376909788,64.23715003431616,24.7,,,,True
6749.930620193481,158.90242376909788,64.23715003431616,24.7,,,,True
6999.927282333374,158.90242376909788,64.23715003431616,24.9,,,,True
7249.920606613159,159.24051403243638,64.23715003431616,24.9,,,,True
7499.918222427368,159.24051403243638,64.23715003431616,24.9,,,,True
7749.918699264526,159.24051403243638,64.23715003431616,24.9,,,,True
7999.927282333374,159.24051403243638,64.23715003431616,24.9,,,,True
8249.924182891846,159.24051403243638,64.23715003431616,25.11,,,,True
8499.917984008789,159.24051403243638,64.23715003431616,25.11,,,,True
8749.916553497314,159.24051403243638,64.23715003431616,25.11,,,,True
8999.92322921753,159.24051403243638,64.23715003431616,25.11,,,,True
9249.920845031738,158.90242376909788,64.23715003431616,25.32,,,,True
9499.919891357422,158.90242376909788,64.23715003431616,25.32,,,,True
9749.919891357422,159.24051403243638,64.23715003431616,25.32,,,,True
9999.922275543213,159.24051403243638,64.23715003431616,25.32,,,,True
10249.902963638306,158.90242376909788,64.23715003431616,25.32,,,,True
10499.897003173828,158.90242376909788,64.23715003431616,25.54,,,,True
10749.898672103882,158.90242376909788,64.23715003431616,25.54,,,,True
10999.902486801147,158.90242376909788,64.23715003431616,25.54,,,,True
11249.904870986938,158.90242376909788,64.23715003431616,25.54,,,,True
11499.899625778198,158.56433350575935,64.57524029765466,25.77,,,,True
11749.897956848145,158.56433350575935,64.57524029765466,25.77,,,,True
11999.900579452515,158.56433350575935,64.57524029765466,25.77,,,,True
12249.900579452515,158.56433350575935,64.57524029765466,25.77,,,,True
12499.898910522461,158.56433350575935,64.57524029765466,25.77,,,,True
12749.902248382568,158.56433350575935,64.57524029765466,26.0,,,,True
12999.901294708252,158.56433350575935,64.57524029765466,26.0,,,,True
13249.898910522461,158.56433350575935,64.57524029765466,26.0,,,,True
13499.902725219727,158.56433350575935,64.57524029765466,26.0,,,,True
13749.90177154541,158.56433350575935,64.57524029765466,26.24,,,,True
13999.901533126831,158.56433350575935,64.57524029765466,26.24,,,,True
14249.900102615356,158.56433350575935,64.57524029765466,26.24,,,,True
14499.898910522461,158.56433350575935,64.57524029765466,26.24,,,,True
14749.90177154541,158.56433350575935,64.57524029765466,26.24,,,,True
14999.903440475464,158.56433350575935,64.57524029765466,26.47,,,,True
15249.917268753052,158.56433350575935,64.57524029765466,26.47,,,,True
15499.921083450317,158.56433350575935,64.57524029765466,26.47,,,,True
15749.919652938843,158.56433350575935,64.57524029765466,26.47,,,,True
15999.929428100586,158.56433350575935,64.91333056099317,26.71,,,,True
16249.923467636108,157.88815297908235,64.91333056099317,26.71,,,,True
16499.92036819458,157.88815297908235,64.91333056099317,26.71,,,,True
16749.917030334473,157.88815297908235,64.91333056099317,26.71,,,,True
16999.925136566162,157.88815297908235,64.91333056099317,26.71,,,,True
17249.918699264526,157.88815297908235,64.91333056099317,26.94,,,,True
17499.918460845947,157.88815297908235,64.91333056099317,26.94,,,,True
