run_index,time_ms,x,y,z,tc1,tc2,tc3,tc4,sma_active
9,2023,75.30955364445941,116.79953921710141,0.0,22.02,21.75,21.72,-9999.0,False
9,2523,76.7041750082457,109.12912171627684,0.0,22.02,21.75,21.72,-9999.0,False
9,0,61.01468466564999,160.03280149447627,0.0,22.02,21.75,21.72,-9999.0,True
9,249,81.23669444055113,132.14037421875054,0.0,22.02,21.75,21.72,-9999.0,True
9,4749,176.7682578599117,91.3476993280017,0.0,22.02,21.75,21.73,-9999.0,False
9,7499,74.2635876216197,132.14037421875054,0.0,22.02,21.75,21.73,-9999.0,False
9,7749,75.65820898540599,127.25919944549855,0.0,22.02,21.75,21.73,-9999.0,False
9,8499,82.28266046339084,102.15601489734541,0.0,22.02,21.75,21.73,-9999.0,False
9,8749,82.97997114528398,99.36677216977284,0.0,22.02,21.75,21.73,-9999.0,False
9,13249,158.2895247897434,72.17165557594028,0.0,22.02,21.76,21.73,-9999.0,False
9,15249,176.41960251896512,93.09097603273456,0.0,22.02,21.75,21.74,-9999.0,False
