Timestamp,Marker_0_X_mm,Marker_0_Y_mm,Marker_1_X_mm,Marker_1_Y_mm,Marker_2_X_mm,Marker_2_Y_mm,Marker_3_X_mm,Marker_3_Y_mm,Marker_4_X_mm,Marker_4_Y_mm,Marker_5_X_mm,Marker_5_Y_mm,Marker_6_X_mm,Marker_6_Y_mm,Marker_7_X_mm,Marker_7_Y_mm
2025-03-11 17:04:00.017175,782,344,754,398,40,23,,,,,,,,,,
2025-03-11 17:04:00.128337,783,344,756,399,38,25,,,,,,,,,,
2025-03-11 17:04:00.238459,783,344,755,399,37,23,,,,,,,,,,
2025-03-11 17:04:00.350641,783,345,755,399,35,21,,,,,,,,,,
2025-03-11 17:04:00.463370,782,344,754,400,32,19,,,,,,,,,,
2025-03-11 17:04:00.570716,783,346,756,401,29,15,,,,,,,,,,
2025-03-11 17:04:00.682116,782,345,754,400,28,14,,,,,,,,,,
2025-03-11 17:04:00.798819,780,345,753,400,30,15,,,,,,,,,,
2025-03-11 17:04:00.930303,780,344,751,400,31,17,,,,,,,,,,
2025-03-11 17:04:01.041058,779,345,752,401,28,17,,,,,,,,,,
2025-03-11 17:04:01.147724,780,346,752,401,29,15,,,,,,,,,,
2025-03-11 17:04:01.262626,777,345,748,398,28,15,,,,,,,,,,
2025-03-11 17:04:01.373940,775,343,747,397,28,15,,,,,,,,,,
2025-03-11 17:04:01.482185,771,341,741,394,32,17,,,,,,,,,,
2025-03-11 17:04:01.594147,769,339,738,390,33,19,,,,,,,,,,
2025-03-11 17:04:01.703727,776,346,729,385,33,20,,,,,,,,,,
2025-03-11 17:04:01.814003,776,350,729,387,33,21,,,,,,,,,,
2025-03-11 17:04:01.923960,768,343,739,400,30,18,,,,,,,,,,
2025-03-11 17:04:02.033343,772,345,744,401,26,14,,,,,,,,,,
2025-03-11 17:04:02.143831,778,344,751,401,27,11,,,,,,,,,,
2025-03-11 17:04:02.255335,780,341,752,397,28,7,,,,,,,,,,
2025-03-11 17:04:02.381900,41,257,751,389,28,6,,,,,,,,,,
2025-03-11 17:04:02.473603,51,241,756,371,33,17,,,,,,,,,,
2025-03-11 17:04:02.570315,,,766,337,,,,,,,,,,,,
2025-03-11 17:04:02.648210,0,13,766,331,0,15,,,,,,,,,,
2025-03-11 17:04:02.743581,0,29,771,303,0,31,,,,,,,,,,
2025-03-11 17:04:02.837909,12,35,771,296,0,38,,,,,,,,,,
2025-03-11 17:04:02.934572,20,35,778,283,7,37,,,,,,,,,,
2025-03-11 17:04:03.025791,23,39,776,290,10,41,,,,,,,,,,
2025-03-11 17:04:03.120819,25,39,776,293,12,42,,,,,,,,,,
2025-03-11 17:04:03.216967,17,41,771,296,5,44,,,,,,,,,,
2025-03-11 17:04:03.315835,23,42,772,296,10,44,,,,,,,,,,
2025-03-11 17:04:03.403695,23,47,764,296,10,49,,,,,,,,,,
2025-03-11 17:04:03.500689,27,49,757,294,14,52,,,,,,,,,,
2025-03-11 17:04:03.591748,30,50,757,293,17,53,,,,,,,,,,
2025-03-11 17:04:03.682807,37,54,754,292,24,56,,,,,,,,,,
2025-03-11 17:04:03.777139,38,55,753,292,26,58,,,,,,,,,,
2025-03-11 17:04:03.887672,49,63,748,290,36,65,,,,,,,,,,
2025-03-11 17:04:03.991026,62,75,743,290,49,77,,,,,,,,,,
2025-03-11 17:04:04.083825,63,77,743,291,50,80,,,,,,,,,,
2025-03-11 17:04:04.176373,73,88,738,290,60,91,,,,,,,,,,
2025-03-11 17:04:04.270956,82,97,734,291,70,99,,,,,,,,,,
2025-03-11 17:04:04.369468,84,100,733,290,71,103,,,,,,,,,,
2025-03-11 17:04:04.456395,86,109,729,290,74,112,,,,,,,,,,
2025-03-11 17:04:04.557083,91,110,727,288,77,112,,,,,,,,,,
2025-03-11 17:04:04.648149,96,113,725,283,83,116,,,,,,,,,,
2025-03-11 17:04:04.742656,105,116,726,282,93,119,,,,,,,,,,
2025-03-11 17:04:04.839148,107,116,726,282,94,119,,,,,,,,,,
2025-03-11 17:04:04.933267,123,116,726,279,110,119,,,,,,,,,,
2025-03-11 17:04:05.022183,126,117,726,278,113,119,,,,,,,,,,
2025-03-11 17:04:05.125810,136,119,728,278,124,122,,,,,,,,,,
2025-03-11 17:04:05.209789,143,122,730,281,131,126,,,,,,,,,,
2025-03-11 17:04:05.305540,145,122,730,281,133,125,,,,,,,,,,
2025-03-11 17:04:05.414616,778,295,727,278,138,121,,,,,,,,,,
2025-03-11 17:04:05.510844,777,294,726,277,138,118,,,,,,,,,,
2025-03-11 17:04:05.606045,774,292,724,275,135,115,,,,,,,,,,
2025-03-11 17:04:05.704731,775,292,724,275,134,113,,,,,,,,,,
2025-03-11 17:04:05.801427,775,292,724,275,134,113,,,,,,,,,,
2025-03-11 17:04:05.892539,774,294,722,276,132,113,,,,,,,,,,
2025-03-11 17:04:05.986285,775,295,724,277,130,114,,,,,,,,,,
2025-03-11 17:04:06.085587,776,295,723,276,129,113,,,,,,,,,,
2025-03-11 17:04:06.182296,777,294,726,275,125,112,,,,,,,,,,
2025-03-11 17:04:06.276447,779,295,727,277,123,112,,,,,,,,,,
2025-03-11 17:04:06.386200,777,296,726,277,117,112,,,,,,,,,,
2025-03-11 17:04:06.496350,778,296,727,278,116,110,,,,,,,,,,
2025-03-11 17:04:06.607314,784,301,734,283,114,109,,,,,,,,,,
2025-03-11 17:04:06.703882,788,303,737,285,109,107,,,,,,,,,,
2025-03-11 17:04:06.799188,788,303,737,285,107,106,,,,,,,,,,
2025-03-11 17:04:06.893556,796,306,746,288,102,99,,,,,,,,,,
2025-03-11 17:04:06.991357,798,308,748,289,97,98,,,,,,,,,,
2025-03-11 17:04:07.084461,799,309,749,289,95,96,,,,,,,,,,
2025-03-11 17:04:07.179800,802,310,751,291,90,91,,,,,,,,,,
2025-03-11 17:04:07.271199,802,310,751,291,87,90,,,,,,,,,,
2025-03-11 17:04:07.371374,804,310,754,291,83,85,,,,,,,,,,
2025-03-11 17:04:07.464488,805,309,754,289,77,84,,,,,,,,,,
2025-03-11 17:04:07.557694,805,307,754,288,76,85,,,,,,,,,,
2025-03-11 17:04:07.652907,807,306,756,287,72,86,,,,,,,,,,
2025-03-11 17:04:07.744631,808,306,757,287,69,84,,,,,,,,,,
2025-03-11 17:04:07.839815,807,305,757,287,68,83,,,,,,,,,,
2025-03-11 17:04:07.940662,809,306,758,289,66,83,,,,,,,,,,
2025-03-11 17:04:08.036923,809,306,758,288,66,83,,,,,,,,,,
2025-03-11 17:04:08.125508,811,307,760,289,66,81,,,,,,,,,,
2025-03-11 17:04:08.222215,810,307,760,289,66,81,,,,,,,,,,
2025-03-11 17:04:08.319864,810,307,759,288,66,82,,,,,,,,,,
2025-03-11 17:04:08.423951,810,306,759,288,69,83,,,,,,,,,,
2025-03-11 17:04:08.529394,810,306,759,288,70,82,,,,,,,,,,
2025-03-11 17:04:08.620926,810,306,759,287,70,82,,,,,,,,,,
2025-03-11 17:04:08.723832,810,303,760,286,69,84,,,,,,,,,,
2025-03-11 17:04:08.805992,810,303,760,284,68,84,,,,,,,,,,
2025-03-11 17:04:08.901838,811,305,760,286,70,84,,,,,,,,,,
2025-03-11 17:04:08.994952,809,305,759,286,69,83,,,,,,,,,,
2025-03-11 17:04:09.091163,809,305,759,286,69,83,,,,,,,,,,
2025-03-11 17:04:09.186741,809,305,759,287,70,84,,,,,,,,,,
2025-03-11 17:04:09.285225,810,305,759,287,70,84,,,,,,,,,,
2025-03-11 17:04:09.379462,809,306,759,287,70,84,,,,,,,,,,
2025-03-11 17:04:09.473741,809,306,758,288,70,84,,,,,,,,,,
2025-03-11 17:04:09.568968,808,306,757,288,68,85,,,,,,,,,,
2025-03-11 17:04:09.661541,808,305,757,287,66,88,,,,,,,,,,
2025-03-11 17:04:09.759893,808,305,758,287,68,86,,,,,,,,,,
2025-03-11 17:04:09.853598,809,305,759,287,70,85,,,,,,,,,,
