Timestamp,Marker_0_X_mm,Marker_0_Y_mm,Marker_1_X_mm,Marker_1_Y_mm,Marker_2_X_mm,Marker_2_Y_mm,Marker_3_X_mm,Marker_3_Y_mm,Marker_4_X_mm,Marker_4_Y_mm,Marker_5_X_mm,Marker_5_Y_mm,Marker_6_X_mm,Marker_6_Y_mm,Marker_7_X_mm,Marker_7_Y_mm
2025-03-11 17:09:35.303855,,,,,,,,,,,,,,,,
2025-03-11 17:09:35.367764,,,,,,,,,,,,,,,,
2025-03-11 17:09:35.426596,,,,,,,,,,,,,,,,
2025-03-11 17:09:35.489375,,,,,,,,,,,,,,,,
2025-03-11 17:09:35.544678,,,,,,,,,,,,,,,,
2025-03-11 17:09:35.609488,767,246,,,,,,,,,,,,,,
2025-03-11 17:09:35.688675,769,245,,,,,,,,,,,,,,
2025-03-11 17:09:35.759190,769,243,,,,,,,,,,,,,,
2025-03-11 17:09:35.832788,770,242,,,,,,,,,,,,,,
2025-03-11 17:09:35.910559,772,242,,,,,,,,,,,,,,
2025-03-11 17:09:35.987764,772,241,,,,,,,,,,,,,,
2025-03-11 17:09:36.065541,776,244,,,,,,,,,,,,,,
2025-03-11 17:09:36.132646,775,246,,,,,,,,,,,,,,
2025-03-11 17:09:36.206334,775,246,,,,,,,,,,,,,,
2025-03-11 17:09:36.269487,777,246,,,,,,,,,,,,,,
2025-03-11 17:09:36.333635,778,245,,,,,,,,,,,,,,
2025-03-11 17:09:36.401909,778,246,,,,,,,,,,,,,,
2025-03-11 17:09:36.484343,778,246,,,,,,,,,,,,,,
2025-03-11 17:09:36.556515,778,245,,,,,,,,,,,,,,
2025-03-11 17:09:36.630458,778,243,,,,,,,,,,,,,,
2025-03-11 17:09:36.695949,778,242,,,,,,,,,,,,,,
2025-03-11 17:09:36.758094,778,240,,,,,,,,,,,,,,
2025-03-11 17:09:36.829727,777,237,,,,,,,,,,,,,,
2025-03-11 17:09:36.905403,777,235,,,,,,,,,,,,,,
2025-03-11 17:09:36.985034,777,236,,,,,,,,,,,,,,
2025-03-11 17:09:37.083038,667,640,,,,,,,,,,,,,,
2025-03-11 17:09:37.184530,665,640,,,,,,,,,,,,,,
2025-03-11 17:09:37.296618,663,638,775,234,,,,,,,,,,,,
2025-03-11 17:09:37.404638,663,639,775,236,,,,,,,,,,,,
2025-03-11 17:09:37.508207,661,642,771,239,,,,,,,,,,,,
2025-03-11 17:09:37.610591,658,642,769,239,,,,,,,,,,,,
2025-03-11 17:09:37.716060,658,642,769,239,,,,,,,,,,,,
2025-03-11 17:09:37.830380,656,645,768,241,,,,,,,,,,,,
2025-03-11 17:09:37.947494,655,645,767,239,,,,,,,,,,,,
2025-03-11 17:09:38.068209,654,645,765,239,,,,,,,,,,,,
2025-03-11 17:09:38.183703,654,645,765,239,,,,,,,,,,,,
2025-03-11 17:09:38.284627,653,645,765,239,,,,,,,,,,,,
2025-03-11 17:09:38.396385,651,644,765,239,,,,,,,,,,,,
2025-03-11 17:09:38.511189,652,645,765,239,,,,,,,,,,,,
2025-03-11 17:09:38.643819,571,534,714,86,,,,,,,,,,,,
2025-03-11 17:09:38.749149,564,535,708,86,,,,,,,,,,,,
2025-03-11 17:09:38.850473,560,535,706,87,,,,,,,,,,,,
2025-03-11 17:09:38.960896,546,530,695,82,,,,,,,,,,,,
2025-03-11 17:09:39.076349,547,536,684,85,,,,,,,,,,,,
2025-03-11 17:09:39.186332,540,528,691,87,,,,,,,,,,,,
2025-03-11 17:09:39.296723,534,524,686,84,,,,,,,,,,,,
2025-03-11 17:09:39.405537,533,529,685,84,,,,,,,,,,,,
2025-03-11 17:09:39.513831,535,530,685,82,,,,,,,,,,,,
2025-03-11 17:09:39.628162,531,528,677,97,,,,,,,,,,,,
2025-03-11 17:09:39.734206,531,532,671,106,,,,,,,,,,,,
2025-03-11 17:09:39.842692,532,536,673,107,,,,,,,,,,,,
2025-03-11 17:09:39.954121,533,538,674,107,,,,,,,,,,,,
2025-03-11 17:09:40.065805,536,536,680,119,,,,,,,,,,,,
2025-03-11 17:09:40.173574,540,536,684,121,,,,,,,,,,,,
2025-03-11 17:09:40.285288,541,531,686,123,,,,,,,,,,,,
2025-03-11 17:09:40.397331,543,534,688,118,,,,,,,,,,,,
2025-03-11 17:09:40.513479,543,530,690,118,,,,,,,,,,,,
2025-03-11 17:09:40.627726,544,531,691,119,,,,,,,,,,,,
2025-03-11 17:09:40.735352,545,530,692,119,,,,,,,,,,,,
2025-03-11 17:09:40.838160,545,529,694,117,,,,,,,,,,,,
2025-03-11 17:09:40.956942,545,529,694,118,,,,,,,,,,,,
2025-03-11 17:09:41.059597,543,526,694,119,,,,,,,,,,,,
2025-03-11 17:09:41.171813,546,529,694,114,,,,,,,,,,,,
2025-03-11 17:09:41.289662,548,531,698,114,,,,,,,,,,,,
2025-03-11 17:09:41.400577,546,529,697,113,,,,,,,,,,,,
2025-03-11 17:09:41.525735,540,536,691,116,,,,,,,,,,,,
2025-03-11 17:09:41.656842,539,539,689,119,,,,,,,,,,,,
2025-03-11 17:09:41.763354,537,537,689,119,,,,,,,,,,,,
2025-03-11 17:09:41.868340,537,540,690,119,,,,,,,,,,,,
2025-03-11 17:09:41.979325,535,543,690,123,,,,,,,,,,,,
2025-03-11 17:09:42.096114,533,543,689,122,,,,,,,,,,,,
2025-03-11 17:09:42.204977,535,542,689,122,,,,,,,,,,,,
2025-03-11 17:09:42.318937,535,539,689,120,,,,,,,,,,,,
2025-03-11 17:09:42.429325,533,536,689,120,,,,,,,,,,,,
2025-03-11 17:09:42.538253,533,537,689,119,,,,,,,,,,,,
2025-03-11 17:09:42.651471,529,537,684,115,,,,,,,,,,,,
