Timestamp,Marker_0_X_mm,Marker_0_Y_mm,Marker_1_X_mm,Marker_1_Y_mm,Marker_2_X_mm,Marker_2_Y_mm,Marker_3_X_mm,Marker_3_Y_mm,Marker_4_X_mm,Marker_4_Y_mm,Marker_5_X_mm,Marker_5_Y_mm,Marker_6_X_mm,Marker_6_Y_mm,Marker_7_X_mm,Marker_7_Y_mm
2025-03-11 17:07:44.217396,,,,,,,,,,,,,,,,
2025-03-11 17:07:44.306260,733,617,,,,,,,,,,,,,,
2025-03-11 17:07:44.366411,734,617,,,,,,,,,,,,,,
2025-03-11 17:07:44.430344,733,618,,,,,,,,,,,,,,
2025-03-11 17:07:44.493445,733,617,,,,,,,,,,,,,,
2025-03-11 17:07:44.558071,733,618,,,,,,,,,,,,,,
2025-03-11 17:07:44.622312,733,618,,,,,,,,,,,,,,
2025-03-11 17:07:44.686392,733,618,,,,,,,,,,,,,,
2025-03-11 17:07:44.749994,733,617,,,,,,,,,,,,,,
2025-03-11 17:07:44.815982,733,617,,,,,,,,,,,,,,
2025-03-11 17:07:44.877838,734,618,,,,,,,,,,,,,,
2025-03-11 17:07:44.939574,734,618,,,,,,,,,,,,,,
2025-03-11 17:07:45.004003,734,618,,,,,,,,,,,,,,
2025-03-11 17:07:45.068015,734,618,,,,,,,,,,,,,,
2025-03-11 17:07:45.127166,734,617,,,,,,,,,,,,,,
2025-03-11 17:07:45.211282,314,421,1257,15,,,,,,,,,,,,
2025-03-11 17:07:45.286347,314,421,1258,16,,,,,,,,,,,,
2025-03-11 17:07:45.370421,314,422,1258,16,,,,,,,,,,,,
2025-03-11 17:07:45.444961,314,422,1257,15,,,,,,,,,,,,
2025-03-11 17:07:45.524068,315,422,1258,16,,,,,,,,,,,,
2025-03-11 17:07:45.605128,315,422,1258,15,,,,,,,,,,,,
2025-03-11 17:07:45.684078,315,421,1258,15,,,,,,,,,,,,
2025-03-11 17:07:45.760437,315,421,1258,16,,,,,,,,,,,,
2025-03-11 17:07:45.840919,314,421,1258,16,,,,,,,,,,,,
2025-03-11 17:07:45.921780,315,421,1257,15,,,,,,,,,,,,
2025-03-11 17:07:45.999900,315,421,1258,16,,,,,,,,,,,,
2025-03-11 17:07:46.078974,315,421,1257,15,,,,,,,,,,,,
2025-03-11 17:07:46.162587,315,421,1258,16,,,,,,,,,,,,
2025-03-11 17:07:46.237516,314,421,1258,16,,,,,,,,,,,,
2025-03-11 17:07:46.318896,315,422,1258,16,,,,,,,,,,,,
2025-03-11 17:07:46.396676,315,422,1259,16,,,,,,,,,,,,
2025-03-11 17:07:46.474637,315,422,1258,15,,,,,,,,,,,,
2025-03-11 17:07:46.555705,315,422,1258,16,,,,,,,,,,,,
2025-03-11 17:07:46.633829,315,421,1258,16,,,,,,,,,,,,
2025-03-11 17:07:46.713055,313,420,1258,17,,,,,,,,,,,,
2025-03-11 17:07:46.792902,314,420,1258,16,,,,,,,,,,,,
2025-03-11 17:07:46.868818,314,421,1258,16,,,,,,,,,,,,
2025-03-11 17:07:46.949521,314,420,1259,17,,,,,,,,,,,,
2025-03-11 17:07:47.030696,314,421,1258,16,,,,,,,,,,,,
2025-03-11 17:07:47.105048,314,421,1258,16,,,,,,,,,,,,
2025-03-11 17:07:47.182736,315,421,1258,16,,,,,,,,,,,,
2025-03-11 17:07:47.269332,315,421,1257,16,,,,,,,,,,,,
2025-03-11 17:07:47.347473,315,421,1258,16,,,,,,,,,,,,
2025-03-11 17:07:47.424331,315,422,1258,16,,,,,,,,,,,,
2025-03-11 17:07:47.512148,315,422,1258,16,,,,,,,,,,,,
2025-03-11 17:07:47.608576,315,422,1258,16,,,,,,,,,,,,
2025-03-11 17:07:47.699461,730,618,1258,16,,,,,,,,,,,,
2025-03-11 17:07:47.777791,734,613,1258,16,,,,,,,,,,,,
2025-03-11 17:07:47.855633,752,627,1259,16,,,,,,,,,,,,
2025-03-11 17:07:47.937539,764,619,1258,16,,,,,,,,,,,,
2025-03-11 17:07:48.016406,762,624,1258,16,,,,,,,,,,,,
2025-03-11 17:07:48.094165,756,615,1259,16,,,,,,,,,,,,
2025-03-11 17:07:48.176614,757,606,1258,16,,,,,,,,,,,,
2025-03-11 17:07:48.268548,759,606,1258,16,,,,,,,,,,,,
2025-03-11 17:07:48.347894,762,598,1258,16,,,,,,,,,,,,
2025-03-11 17:07:48.425214,762,595,1258,16,,,,,,,,,,,,
2025-03-11 17:07:48.505128,769,594,1258,16,,,,,,,,,,,,
2025-03-11 17:07:48.583765,776,590,1262,12,,,,,,,,,,,,
2025-03-11 17:07:48.666940,770,593,1262,15,,,,,,,,,,,,
2025-03-11 17:07:48.737908,686,503,1256,30,,,,,,,,,,,,
2025-03-11 17:07:48.817437,685,511,1256,24,,,,,,,,,,,,
2025-03-11 17:07:48.899420,688,514,1255,31,,,,,,,,,,,,
2025-03-11 17:07:48.972942,691,520,1252,28,,,,,,,,,,,,
2025-03-11 17:07:49.041001,698,534,1241,44,,,,,,,,,,,,
2025-03-11 17:07:49.118857,705,522,1252,67,,,,,,,,,,,,
2025-03-11 17:07:49.186137,736,528,1255,69,,,,,,,,,,,,
2025-03-11 17:07:49.319106,164,286,,,,,,,,,,,,,,
2025-03-11 17:07:49.399354,162,292,,,0,8,,,,,,,,,,
2025-03-11 17:07:49.505186,1190,411,,,12,9,,,,,,,,,,
2025-03-11 17:07:49.579836,1190,415,,,17,23,,,,,,,,,,
2025-03-11 17:07:49.658881,1178,423,,,16,28,,,,,,,,,,
2025-03-11 17:07:49.736184,1178,422,,,14,24,,,,,,,,,,
2025-03-11 17:07:49.816432,1170,411,,,0,49,,,,,,,,,,
2025-03-11 17:07:49.895917,1171,403,,,0,40,,,,,,,,,,
2025-03-11 17:07:49.972692,1177,395,0,13,0,34,,,,,,,,,,
2025-03-11 17:07:50.069078,1175,381,0,5,0,26,,,,,,,,,,
2025-03-11 17:07:50.164845,1179,372,0,0,0,21,,,,,,,,,,
2025-03-11 17:07:50.257097,1179,372,0,0,0,21,,,,,,,,,,
2025-03-11 17:07:50.337925,1177,376,0,3,0,26,,,,,,,,,,
2025-03-11 17:07:50.435476,1180,379,0,0,0,26,,,,,,,,,,
2025-03-11 17:07:50.526335,1180,383,0,0,1,26,,,,,,,,,,
2025-03-11 17:07:50.619492,1183,390,,,0,30,,,,,,,,,,
2025-03-11 17:07:50.777095,1231,444,509,348,235,130,344,31,,,,,,,,
2025-03-11 17:07:50.913011,1233,438,512,344,238,123,341,35,,,,,,,,
2025-03-11 17:07:51.051391,1235,433,515,337,240,118,343,29,,,,,,,,
2025-03-11 17:07:51.217966,522,428,1215,190,239,117,344,25,,,,,,,,
2025-03-11 17:07:51.369065,522,425,1215,188,241,111,343,21,,,,,,,,
2025-03-11 17:07:51.530356,522,419,1215,182,241,106,343,17,,,,,,,,
