Timestamp,Trial,Channel,Temperature (C)
2025-06-03 15:57:22,1,0,35.332227863466144
2025-06-03 15:57:22,1,1,-15.485758644887838
2025-06-03 15:57:22,1,2,Open
2025-06-03 15:57:22,1,3,Open
2025-06-03 15:57:23,2,0,35.332227863466144
2025-06-03 15:57:23,2,1,-15.485758644887838
2025-06-03 15:57:23,2,2,Open
2025-06-03 15:57:23,2,3,Open
2025-06-03 15:57:24,3,0,35.331515868644786
2025-06-03 15:57:24,3,1,-15.454254778003941
2025-06-03 15:57:24,3,2,Open
2025-06-03 15:57:24,3,3,Open
2025-06-03 15:57:25,4,0,35.32296161441841
2025-06-03 15:57:25,4,1,-15.403581154623998
2025-06-03 15:57:25,4,2,Open
2025-06-03 15:57:25,4,3,Open
2025-06-03 15:57:26,5,0,35.32296161441841
2025-06-03 15:57:26,5,1,-15.403581154623998
2025-06-03 15:57:26,5,2,Open
2025-06-03 15:57:26,5,3,Open
2025-06-03 15:57:27,6,0,35.30996359410477
2025-06-03 15:57:27,6,1,-15.381232386674577
2025-06-03 15:57:27,6,2,Open
2025-06-03 15:57:27,6,3,Open
2025-06-03 15:57:28,7,0,35.29605627263307
2025-06-03 15:57:28,7,1,-15.315447253870056
2025-06-03 15:57:28,7,2,Open
2025-06-03 15:57:28,7,3,Open
2025-06-03 15:57:29,8,0,35.2803475901552
2025-06-03 15:57:29,8,1,-15.209135927627285
2025-06-03 15:57:29,8,2,Open
2025-06-03 15:57:29,8,3,Open
2025-06-03 15:57:30,9,0,35.2803475901552
2025-06-03 15:57:30,9,1,-15.209135927627285
2025-06-03 15:57:30,9,2,Open
2025-06-03 15:57:30,9,3,Open
2025-06-03 15:57:31,10,0,35.26970880139108
2025-06-03 15:57:31,10,1,-15.077959556427603
2025-06-03 15:57:31,10,2,Open
2025-06-03 15:57:31,10,3,Open
2025-06-03 15:57:32,11,0,35.26200923647982
2025-06-03 15:57:32,11,1,-14.917402576029431
2025-06-03 15:57:32,11,2,Open
2025-06-03 15:57:32,11,3,Open
2025-06-03 15:57:33,12,0,35.26200923647982
2025-06-03 15:57:33,12,1,-14.917402576029431
2025-06-03 15:57:33,12,2,Open
2025-06-03 15:57:33,12,3,Open
2025-06-03 15:57:34,13,0,35.24946247313964
2025-06-03 15:57:34,13,1,-14.766500034694836
2025-06-03 15:57:34,13,2,Open
2025-06-03 15:57:34,13,3,Open
2025-06-03 15:57:35,14,0,35.24038025882854
2025-06-03 15:57:35,14,1,-14.652398589418505
2025-06-03 15:57:35,14,2,Open
2025-06-03 15:57:35,14,3,Open
2025-06-03 15:57:36,15,0,35.24038025882854
2025-06-03 15:57:36,15,1,-14.652398589418505
2025-06-03 15:57:36,15,2,Open
2025-06-03 15:57:36,15,3,Open
2025-06-03 15:57:37,16,0,35.2235451017156
2025-06-03 15:57:37,16,1,-14.498718310368607
2025-06-03 15:57:37,16,2,Open
2025-06-03 15:57:37,16,3,Open
